,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,temp
2554,0,1,0,0,1,22
2555,1,1,1,0,1,21
2556,0,0,1,1,0,0
2557,0,0,1,0,1,1
2558,1,0,0,1,0,16
2559,1,0,0,0,0,24
2560,0,1,1,1,1,11
2561,0,1,1,0,1,12
2562,1,0,1,0,1,6
2563,1,1,1,1,1,18
2564,0,1,1,0,1,24
2565,1,0,1,1,1,14
2566,1,1,0,1,1,23
2567,0,1,1,0,0,24
2568,1,1,1,1,1,9
2569,1,0,1,0,1,5
2570,1,1,0,0,1,14
2571,1,1,1,0,1,18
2572,1,0,0,0,1,15
2573,1,0,1,0,1,1
2574,1,1,1,1,1,14
2575,1,1,1,1,0,11
2576,1,0,0,0,1,9
2577,1,1,1,1,1,14
2578,1,0,0,0,0,19
2579,1,1,1,0,0,9
2580,1,0,1,0,1,10
2581,0,0,0,0,0,18
2582,0,0,0,0,0,12
2583,1,1,1,0,1,8
2584,0,1,1,1,0,9
2585,1,0,0,0,1,12
2586,1,0,0,0,1,2
2587,0,1,1,0,0,10
2588,1,1,1,1,0,17
2589,1,0,1,1,1,9
2590,1,1,0,0,1,9
2591,0,1,0,1,1,5
2592,0,0,1,0,0,17
2593,1,0,1,1,1,17
2594,1,0,1,0,1,6
2595,0,0,1,0,0,5
2596,1,0,1,1,1,0
2597,1,0,1,0,1,20
2598,0,1,1,1,1,18
2599,1,1,0,0,0,7
2600,0,1,0,0,0,16
2601,1,0,1,0,0,21
2602,1,0,0,1,1,11
2603,1,1,1,1,1,8
2604,1,1,1,1,1,20
2605,1,1,0,0,1,19
2606,0,1,0,1,0,8
2607,0,1,0,0,1,2
2608,0,1,0,0,0,4
2609,0,0,1,0,0,15
2610,0,1,0,1,0,1
2611,0,0,1,0,1,8
2612,1,1,1,1,1,2
2613,1,1,0,0,0,11
2614,0,0,0,1,1,20
2615,0,0,1,1,1,0
2616,0,1,1,1,0,0
2617,0,1,1,0,0,3
2618,0,1,0,0,1,13
2619,1,1,0,1,0,13
2620,0,1,0,1,1,8
2621,1,0,0,1,0,12
2622,1,0,0,1,1,9
2623,0,1,0,1,0,3
2624,0,1,1,1,1,16
2625,1,0,1,0,0,14
2626,1,1,0,0,0,2
2627,1,1,0,1,1,20
2628,1,0,1,0,0,1
2629,1,1,0,0,0,4
2630,1,1,1,0,0,2
2631,0,1,1,1,1,18
2632,1,1,0,0,1,6
2633,1,1,0,0,1,19
2634,1,0,1,0,0,4
2635,1,1,0,1,1,6
2636,0,1,1,1,0,9
2637,0,1,1,1,0,5
2638,1,1,1,1,0,19
2639,1,0,1,0,0,23
2640,0,1,1,1,1,10
2641,0,0,0,0,1,10
2642,0,1,1,1,1,19
2643,0,1,1,0,0,15
2644,1,0,0,1,0,21
2645,1,0,0,1,1,11
2646,0,0,0,1,1,15
2647,1,0,0,1,0,3
2648,0,0,0,0,0,13
2649,0,0,0,1,1,17
2650,1,0,1,0,1,4
2651,0,0,1,1,1,2
2652,0,0,1,0,0,12
2653,1,0,1,1,0,5
2654,1,1,0,1,1,6
2655,1,1,0,0,1,8
2656,1,1,1,0,1,16
2657,0,1,0,1,0,11
2658,1,0,1,0,0,7
2659,0,1,0,0,0,24
2660,0,1,0,0,0,1
2661,0,1,0,0,1,5
2662,0,1,1,0,0,9
2663,1,1,0,1,1,13
2664,0,1,1,0,0,18
2665,0,1,0,1,0,11
2666,0,1,1,1,1,8
2667,0,0,0,1,1,11
2668,0,1,0,0,1,21
2669,1,1,1,0,1,7
2670,1,0,1,0,1,5
2671,0,1,1,0,1,9
2672,0,1,1,0,0,6
2673,1,0,0,1,1,7
2674,1,1,0,0,0,8
2675,0,0,0,1,0,15
2676,1,1,1,0,0,13
2677,1,1,1,0,1,0
2678,1,0,0,1,0,19
2679,1,0,1,0,1,5
2680,1,1,1,1,0,4
2681,0,1,1,0,0,10
2682,0,1,1,0,1,4
2683,1,0,0,0,0,2
2684,1,1,1,0,0,11
2685,0,0,0,0,1,17
2686,0,0,1,1,0,1
2687,1,1,1,0,1,7
2688,0,0,0,1,0,2
2689,1,0,1,0,0,3
2690,0,1,1,1,0,16
2691,0,0,0,0,1,7
2692,1,0,1,1,1,10
2693,0,0,0,1,1,15
2694,0,1,0,1,1,23
2695,1,0,1,1,0,12
2696,1,0,0,1,0,21
2697,1,0,0,1,0,7
2698,1,1,1,0,0,13
2699,1,0,0,0,0,6
2700,1,1,0,1,1,18
2701,0,0,0,1,1,6
2702,0,1,0,0,0,9
2703,1,0,1,1,1,15
2704,0,0,1,0,1,20
2705,0,1,0,1,1,1
2706,0,1,1,0,1,1
2707,0,1,1,0,1,0
2708,0,1,0,0,1,2
2709,1,1,1,0,1,23
2710,0,1,1,0,1,10
2711,0,0,0,1,0,9
2712,1,1,1,1,1,16
2713,1,1,1,1,1,21
2714,1,1,1,0,1,10
2715,1,1,0,1,0,5
2716,0,1,0,0,1,15
2717,0,0,1,0,1,4
2718,1,1,1,1,0,22
2719,1,1,0,0,1,4
2720,0,0,1,0,1,11
2721,0,0,1,1,0,1
2722,0,1,0,1,1,1
2723,0,1,1,1,0,3
2724,0,0,0,0,1,3
2725,0,0,1,1,1,2
2726,0,0,1,0,1,20
2727,1,1,0,1,1,18
2728,1,0,0,1,1,24
2729,1,0,1,0,1,6
2730,1,1,0,0,1,18
2731,0,1,0,0,0,18
2732,0,1,0,1,1,10
2733,0,1,1,1,0,14
2734,1,1,1,0,0,21
2735,0,0,0,0,1,8
2736,0,1,0,0,1,16
2737,1,0,0,1,0,4
2738,1,0,0,1,0,5
2739,1,1,0,0,1,15
2740,0,1,1,1,0,2
2741,1,1,0,0,1,1
2742,0,1,1,1,1,6
2743,0,1,1,1,0,24
2744,1,1,1,1,1,5
2745,1,0,0,0,1,22
2746,0,0,0,1,1,0
2747,0,1,1,1,0,15
2748,0,0,1,1,1,12
2749,0,0,0,1,1,22
2750,1,0,0,0,1,3
2751,0,0,0,1,1,22
2752,1,0,1,1,1,15
2753,0,0,1,0,1,12
2754,0,0,0,0,0,3
2755,0,1,0,0,1,13
2756,0,1,1,0,1,19
2757,1,0,1,1,1,2
2758,1,1,1,0,1,14
2759,1,0,1,0,0,17
2760,1,1,0,0,1,22
2761,1,0,0,1,1,6
2762,1,1,0,1,0,6
2763,0,0,0,1,1,23
2764,1,1,0,0,1,10
2765,1,1,1,0,1,13
2766,1,1,1,1,0,2
2767,1,0,1,0,0,20
2768,1,0,1,0,0,21
2769,0,1,1,0,0,6
2770,0,1,1,1,0,24
2771,1,0,1,0,1,17
2772,0,0,1,0,0,19
2773,0,1,0,0,0,9
2774,1,0,0,0,1,16
2775,0,1,0,1,1,8
2776,1,1,1,1,1,14
2777,1,1,1,0,1,3
2778,0,0,0,0,1,12
2779,0,0,1,0,1,23
2780,1,1,1,0,0,4
2781,1,0,0,0,0,21
2782,1,0,0,1,0,15
2783,0,1,1,0,1,0
2784,1,1,1,1,1,14
2785,1,0,0,1,0,5
2786,0,1,0,1,1,13
2787,1,1,0,1,0,7
2788,0,0,0,0,1,23
2789,1,1,1,1,1,20
2790,0,0,0,0,0,24
2791,0,1,0,1,0,1
2792,0,0,0,0,0,11
2793,0,0,1,0,0,13
2794,0,0,0,0,1,19
2795,0,0,0,1,1,14
2796,1,0,0,0,0,20
2797,1,0,0,1,1,15
2798,0,0,0,1,0,2
2799,1,0,1,1,1,8
2800,1,1,0,0,0,4
2801,0,0,0,1,0,9
2802,1,1,1,1,0,24
2803,1,1,0,1,1,5
2804,0,1,0,1,1,9
2805,0,0,0,0,1,3
2806,1,0,0,0,0,16
2807,1,1,0,0,1,20
2808,1,1,1,0,0,1
2809,1,0,1,1,0,20
2810,0,1,1,1,0,21
2811,0,0,0,0,1,5
2812,1,1,1,0,1,12
2813,1,0,0,0,1,24
2814,1,1,0,0,0,16
2815,1,1,0,1,1,10
2816,0,1,1,0,1,0
2817,1,1,0,1,0,20
2818,0,0,1,0,0,14
2819,1,0,1,0,1,11
2820,0,1,1,1,0,13
2821,0,1,0,1,1,2
2822,0,0,0,1,0,11
2823,1,0,0,1,0,14
2824,1,0,0,0,0,6
2825,0,1,0,1,0,24
2826,0,0,1,0,1,7
2827,1,1,0,1,1,11
2828,0,0,0,0,1,1
2829,1,0,0,0,1,0
2830,1,0,1,0,0,7
2831,0,0,1,0,0,21
2832,1,0,1,0,1,1
2833,1,1,1,1,0,22
2834,1,1,1,1,1,4
2835,1,0,1,1,0,2
2836,0,1,0,0,0,5
2837,1,1,1,0,1,12
2838,1,1,0,0,0,11
2839,0,1,1,1,0,2
2840,0,1,0,1,1,18
2841,0,1,0,1,0,20
2842,1,1,1,1,0,18
2843,0,1,1,0,0,4
2844,1,0,0,0,1,23
2845,0,1,0,1,1,5
2846,0,1,1,0,0,2
2847,0,0,1,1,1,21
2848,0,0,0,1,1,19
2849,1,0,1,1,0,7
2850,0,0,1,1,0,22
2851,1,0,0,1,1,8
2852,1,0,1,0,1,24
2853,0,0,0,1,0,18
2854,1,1,1,1,1,24
2855,1,1,1,0,1,14
2856,1,0,1,1,0,5
2857,0,0,1,0,0,6
2858,1,1,1,1,1,2
2859,0,1,0,0,1,0
2860,0,1,0,1,1,19
2861,1,0,1,0,0,2
2862,1,0,1,1,0,8
2863,0,0,0,0,1,19
2864,1,1,0,1,0,8
2865,0,1,1,1,0,6
2866,1,0,1,1,0,24
2867,0,0,1,0,0,24
2868,1,1,0,0,1,8
2869,0,0,1,0,1,3
2870,1,1,1,1,1,24
2871,1,0,0,0,1,9
2872,0,1,0,1,0,5
2873,0,0,0,0,1,1
2874,0,1,1,1,0,24
2875,0,0,1,0,0,5
2876,0,1,1,0,0,19
2877,0,1,0,1,0,22
2878,1,0,1,0,1,4
2879,0,0,1,0,0,14
2880,1,0,0,0,1,1
2881,0,0,1,0,1,4
2882,0,0,1,1,0,0
2883,0,0,1,0,1,22
2884,0,1,1,1,0,14
2885,0,0,1,1,1,19
2886,1,1,0,1,0,20
2887,1,0,1,1,0,22
2888,1,1,1,0,1,17
2889,0,1,0,1,1,17
2890,0,0,0,1,1,5
2891,1,0,0,0,1,13
2892,1,1,1,1,0,4
2893,1,1,1,0,1,23
2894,1,1,0,1,1,17
2895,0,0,0,0,1,21
2896,1,0,0,0,0,7
2897,0,0,0,1,1,12
2898,1,0,1,1,1,11
2899,0,1,1,1,1,3
2900,0,1,1,1,1,10
2901,0,0,0,1,0,17
2902,0,0,0,0,0,5
2903,0,1,1,0,0,13
2904,1,1,1,0,1,12
2905,1,1,1,0,1,16
2906,0,1,0,0,0,1
2907,1,0,1,0,0,3
2908,1,1,0,1,1,18
2909,1,0,1,1,1,2
2910,1,0,1,0,1,13
2911,1,0,1,0,1,24
2912,0,1,1,0,1,12
2913,0,0,1,0,1,22
2914,1,0,0,1,1,19
2915,0,1,0,0,0,9
2916,1,1,0,0,0,17
2917,0,1,0,0,1,15
2918,1,0,1,0,1,1
2919,0,1,1,1,0,15
2920,1,1,0,1,0,14
2921,1,1,1,0,1,11
2922,0,1,1,0,0,0
2923,0,0,1,0,1,3
2924,0,0,1,1,1,8
2925,1,0,0,1,0,12
2926,0,1,0,0,0,11
2927,0,0,0,1,1,11
2928,0,0,1,0,1,19
2929,1,0,0,0,1,0
2930,1,0,1,1,1,11
2931,0,0,1,0,1,5
2932,0,1,1,1,0,9
2933,1,0,0,0,1,15
2934,0,0,0,0,1,7
2935,0,1,1,0,0,10
2936,1,1,0,0,0,4
2937,0,0,0,1,0,11
2938,0,0,0,1,1,23
2939,0,1,1,0,0,8
2940,0,0,0,0,0,2
2941,0,0,0,1,0,14
2942,0,1,0,0,1,17
2943,1,1,0,0,1,22
2944,1,0,1,1,0,5
2945,1,1,0,1,0,22
2946,0,1,0,1,0,12
2947,1,0,0,1,0,21
2948,0,0,1,1,0,16
2949,1,1,0,0,0,22
2950,1,1,0,1,0,21
2951,1,1,0,0,1,6
2952,1,1,1,0,0,21
2953,1,0,1,0,0,15
2954,0,1,1,1,0,18
2955,1,1,0,0,1,2
2956,0,1,1,1,1,21
2957,0,0,0,1,0,15
2958,0,0,1,1,1,15
2959,0,1,1,1,1,16
2960,1,1,1,1,0,5
2961,0,1,1,0,0,17
2962,1,1,0,0,0,13
2963,0,1,0,0,1,12
2964,1,0,1,0,0,24
2965,1,1,0,1,1,9
2966,0,0,0,0,1,5
2967,1,0,1,1,0,3
2968,1,0,1,1,0,18
2969,1,1,1,0,0,5
2970,1,0,1,1,1,1
2971,0,1,1,1,1,4
2972,0,1,0,0,1,15
2973,1,1,0,1,0,9
2974,1,0,0,1,1,10
2975,1,1,0,1,0,17
2976,1,0,1,0,1,8
2977,0,1,1,1,0,16
2978,1,1,1,1,1,12
2979,1,1,1,1,1,7
2980,0,0,1,0,1,15
2981,1,0,0,0,0,3
2982,1,1,0,1,0,0
2983,1,1,0,1,0,16
2984,1,1,0,0,1,3
2985,1,0,1,1,1,1
2986,1,0,1,1,0,13
2987,0,0,0,1,0,22
2988,0,1,1,1,0,19
2989,0,0,1,1,0,12
2990,0,1,0,0,1,0
2991,1,0,1,1,1,13
2992,0,0,1,0,0,12
2993,1,1,0,0,1,17
2994,1,1,1,1,1,16
2995,0,1,0,1,1,7
2996,1,1,1,1,0,22
2997,0,1,0,0,1,10
2998,1,0,1,0,1,2
2999,1,0,1,1,1,6
3000,1,1,1,1,0,6
3001,1,1,0,1,1,4
3002,1,0,1,1,1,2
3003,1,0,0,0,0,10
3004,1,1,1,0,1,3
3005,1,1,1,0,1,6
3006,0,0,1,1,1,6
3007,1,0,1,0,1,18
3008,1,1,1,0,0,19
3009,1,0,0,0,1,20
3010,1,1,1,1,0,20
3011,0,1,0,0,0,7
3012,0,0,0,0,0,15
3013,1,1,1,1,0,0
3014,0,0,1,1,1,14
3015,0,1,1,1,1,20
3016,0,1,0,1,1,1
3017,0,1,0,0,1,9
3018,0,1,0,0,1,24
3019,1,0,1,0,0,19
3020,1,1,0,0,1,23
3021,1,0,1,1,0,15
3022,1,0,1,1,0,7
3023,1,0,0,0,1,11
3024,1,0,0,0,0,16
3025,0,0,1,1,1,18
3026,0,0,1,1,0,9
3027,0,1,0,0,1,20
3028,0,0,0,0,1,13
3029,1,1,0,1,0,6
3030,0,0,1,1,0,1
3031,0,1,0,0,1,3
3032,1,0,1,1,1,2
3033,1,0,1,1,1,13
3034,0,0,1,1,0,3
3035,1,0,1,1,1,5
3036,0,0,1,1,1,12
3037,1,1,0,1,0,7
3038,0,0,1,0,0,6
3039,1,1,0,0,0,9
3040,1,0,1,1,0,17
3041,1,0,0,0,1,19
3042,1,1,1,1,1,23
3043,1,0,0,0,1,1
3044,1,0,0,1,1,6
3045,0,0,1,1,1,19
3046,0,1,1,1,0,17
3047,0,0,1,0,0,3
3048,0,1,0,1,1,17
3049,1,0,0,0,0,10
3050,1,0,1,1,0,11
3051,0,0,1,1,0,10
3052,1,0,1,1,1,6
3053,1,0,1,0,1,19
3054,1,0,0,1,1,9
3055,0,0,0,0,1,11
3056,1,1,0,0,1,15
3057,0,0,0,1,0,16
3058,0,1,1,0,0,16
3059,0,0,1,0,0,9
3060,0,1,1,0,0,11
3061,1,0,1,0,0,3
3062,1,1,1,1,0,7
3063,0,0,0,1,1,4
3064,0,1,0,1,0,2
3065,0,1,1,0,0,19
3066,1,1,1,1,1,8
3067,1,1,1,1,1,3
3068,1,0,1,0,0,5
3069,0,0,0,1,0,5
3070,0,1,1,1,1,8
3071,0,0,0,0,0,6
3072,0,0,0,1,1,18
3073,1,0,0,1,0,11
3074,0,0,1,1,1,2
3075,0,1,1,1,1,5
3076,0,0,0,0,0,1
3077,1,0,1,1,1,6
3078,0,0,0,0,0,20
3079,1,1,0,1,0,18
3080,1,0,0,0,1,23
3081,0,0,0,0,1,7
3082,1,0,1,0,1,6
3083,0,0,0,1,1,8
3084,0,1,1,1,1,3
3085,0,1,0,1,1,16
3086,0,0,0,0,0,16
3087,1,0,1,0,0,5
3088,0,1,1,0,1,18
3089,1,0,1,1,0,18
3090,0,0,0,1,1,21
3091,1,1,1,0,0,22
3092,1,0,1,1,0,7
3093,0,1,1,1,0,6
3094,0,0,1,0,0,8
3095,1,1,0,1,1,24
3096,1,1,1,0,0,18
3097,0,1,0,1,1,13
3098,1,1,1,0,1,9
3099,0,0,0,1,0,18
3100,1,0,1,1,0,17
3101,1,1,1,1,1,6
3102,0,1,1,1,1,13
3103,0,0,0,1,0,12
3104,1,1,1,0,1,2
3105,0,1,1,1,1,3
3106,1,0,0,0,0,20
3107,1,1,1,0,0,16
3108,1,1,1,1,0,4
3109,1,1,1,0,0,16
3110,0,0,0,1,1,21
3111,0,0,0,0,1,10
3112,0,1,0,0,1,2
3113,0,0,0,0,0,3
3114,1,0,0,1,0,19
3115,0,1,0,0,1,6
3116,0,0,1,0,0,8
3117,1,0,0,1,0,16
3118,1,1,1,0,0,13
3119,1,0,0,0,0,19
3120,0,0,0,0,1,19
3121,1,1,0,1,0,4
3122,0,1,0,0,1,5
3123,1,0,1,0,1,22
3124,1,1,0,1,0,7
3125,1,0,0,1,1,23
3126,1,0,1,1,0,22
3127,1,0,1,0,1,3
3128,1,0,0,0,0,16
3129,1,1,0,1,0,7
3130,1,1,0,0,1,18
3131,0,1,0,0,1,3
3132,0,0,1,0,1,18
3133,0,1,1,1,0,20
3134,1,0,1,0,0,14
3135,1,1,1,1,1,8
3136,1,0,1,1,0,24
3137,0,0,1,0,1,5
3138,0,0,1,0,0,18
3139,1,0,0,0,0,0
3140,0,0,0,0,1,15
3141,0,0,1,1,0,21
3142,0,0,0,0,0,16
3143,1,1,0,0,0,21
3144,1,1,1,1,0,1
3145,0,1,0,0,1,5
3146,0,0,1,0,0,10
3147,0,1,0,0,0,8
3148,0,0,0,1,1,7
3149,1,1,1,0,1,8
3150,0,1,1,1,1,24
3151,0,1,1,1,1,20
3152,1,1,0,1,1,24
3153,1,0,0,1,0,9
3154,0,1,0,1,0,16
3155,1,0,0,1,1,7
3156,0,0,0,1,1,2
3157,0,0,0,0,1,23
3158,0,0,1,1,0,5
3159,0,1,1,1,0,5
3160,0,0,1,1,0,12
3161,1,1,1,0,1,12
3162,0,0,1,1,0,22
3163,1,0,0,0,1,14
3164,1,1,0,0,0,8
3165,0,1,0,0,1,1
3166,1,0,1,0,0,22
3167,1,1,1,1,1,23
3168,0,0,1,1,1,8
3169,1,0,0,1,0,17
3170,1,1,1,0,0,24
3171,0,1,1,0,0,24
3172,0,1,0,1,0,22
3173,0,0,1,1,0,10
3174,1,0,0,0,1,15
3175,1,0,1,0,1,5
3176,1,0,1,0,0,17
3177,0,1,0,1,0,23
3178,0,0,0,1,0,14
3179,0,0,0,0,1,9
3180,0,1,1,1,0,18
3181,0,1,1,0,0,22
3182,0,0,1,0,0,16
3183,1,1,1,0,1,3
3184,1,1,1,1,1,10
3185,1,0,1,1,0,2
3186,1,0,1,0,0,5
3187,0,0,0,1,0,16
3188,1,0,1,0,0,8
3189,1,0,0,0,1,0
3190,1,0,1,1,1,19
3191,0,0,1,0,0,0
3192,0,0,1,1,0,24
3193,0,1,0,0,0,9
3194,0,0,0,0,0,19
3195,0,1,0,0,1,23
3196,0,1,0,1,0,12
3197,1,1,1,1,1,8
3198,1,0,0,0,0,16
3199,1,1,0,1,1,7
3200,0,1,1,1,1,16
3201,1,1,0,1,0,12
3202,1,0,1,0,1,23
3203,1,1,1,0,0,22
3204,1,1,0,1,1,10
3205,0,1,0,0,0,1
3206,0,1,0,1,0,12
3207,0,1,1,0,0,17
3208,0,0,1,1,0,24
3209,1,1,1,1,0,7
3210,0,1,1,0,0,21
3211,0,1,0,0,0,18
3212,1,0,1,0,0,12
3213,0,0,1,1,0,17
3214,0,1,1,1,1,22
3215,1,1,1,0,0,21
3216,0,0,1,0,0,2
3217,1,1,0,0,1,5
3218,0,0,1,1,0,14
3219,1,1,0,1,0,10
3220,1,1,0,0,0,18
3221,1,0,1,1,1,4
3222,0,1,1,1,1,8
3223,0,1,1,1,0,11
3224,1,0,0,1,1,14
3225,0,1,0,0,0,16
3226,1,0,1,0,1,14
3227,1,1,0,0,0,14
3228,1,0,1,0,1,9
3229,1,0,1,1,0,18
3230,0,0,1,1,0,2
3231,1,1,1,1,1,19
3232,1,1,1,1,0,9
3233,0,1,0,1,1,2
3234,0,0,1,1,1,16
3235,0,0,1,1,0,7
3236,0,0,0,1,1,1
3237,1,1,1,0,1,4
3238,1,1,1,0,0,16
3239,1,1,0,0,1,4
3240,1,1,0,1,1,4
3241,0,1,1,0,0,18
3242,0,0,1,0,1,5
3243,1,1,0,0,1,10
3244,0,0,0,0,0,2
3245,0,0,1,1,1,4
3246,1,1,1,1,1,23
3247,0,0,0,0,1,24
3248,0,0,0,1,0,6
3249,0,0,1,0,0,21
3250,0,0,1,0,1,6
3251,1,1,0,1,1,22
3252,0,1,1,0,0,1
3253,0,0,0,0,1,3
3254,0,0,0,0,1,20
3255,0,0,1,0,0,15
3256,1,1,0,1,0,20
3257,0,0,1,0,1,10
3258,1,0,0,0,0,7
3259,1,0,1,0,1,22
3260,0,1,0,1,1,19
3261,0,1,0,0,0,15
3262,1,1,0,1,0,20
3263,0,0,0,1,1,3
3264,0,0,1,1,1,11
3265,1,0,0,1,1,12
3266,1,0,0,1,1,21
3267,0,1,0,0,1,6
3268,0,1,1,1,0,19
3269,0,1,0,0,0,16
3270,0,1,0,0,0,17
3271,1,1,1,1,0,21
3272,0,0,0,0,1,7
3273,0,0,0,0,1,6
3274,0,0,0,0,0,16
3275,1,1,0,0,0,19
3276,1,0,1,1,0,10
3277,0,1,1,0,1,23
3278,0,0,0,0,0,1
3279,0,1,1,1,1,6
3280,0,0,0,0,1,15
3281,0,1,0,0,1,23
3282,0,0,0,0,1,19
3283,1,0,1,1,1,11
3284,0,0,0,0,0,19
3285,0,1,0,1,1,5
3286,1,0,1,0,1,21
3287,1,0,0,1,1,22
3288,1,1,1,1,0,7
3289,0,1,0,0,1,14
3290,1,1,0,0,0,10
3291,0,0,0,1,1,11
3292,1,1,0,1,0,21
3293,0,1,0,1,1,2
3294,1,0,0,0,0,1
3295,1,0,0,0,0,19
3296,1,0,0,0,0,2
3297,0,1,1,0,1,17
3298,1,0,1,0,0,0
3299,1,0,0,0,0,23
3300,0,1,0,0,1,24
3301,1,0,0,0,1,7
3302,1,0,0,1,1,20
3303,1,1,1,1,1,2
3304,1,1,0,0,0,14
3305,0,1,1,1,1,0
3306,1,1,1,0,1,21
3307,1,0,1,0,0,4
3308,0,0,1,1,0,4
3309,1,0,1,1,1,22
3310,1,1,0,0,0,20
3311,1,0,0,1,0,24
3312,0,1,0,1,0,18
3313,0,1,0,1,0,6
3314,0,0,1,1,1,4
3315,1,1,0,0,0,6
3316,1,0,0,1,1,5
3317,0,1,0,1,1,3
3318,0,0,0,0,1,6
3319,0,1,0,0,1,7
3320,0,1,0,0,1,8
3321,0,1,1,1,1,6
3322,0,0,1,0,1,17
3323,0,0,1,1,0,16
3324,0,1,0,1,1,21
3325,0,1,1,0,1,17
3326,0,1,1,1,1,1
3327,1,0,1,0,0,20
3328,0,1,1,1,1,4
3329,0,0,1,1,1,19
3330,1,1,0,1,1,17
3331,1,0,1,0,0,6
3332,1,0,0,0,0,18
3333,1,0,0,0,0,3
3334,0,1,1,0,0,3
3335,0,1,0,1,1,8
3336,1,0,0,1,0,10
3337,0,0,1,0,0,22
3338,0,0,1,0,0,13
3339,0,1,0,1,0,12
3340,1,1,0,0,0,9
3341,1,0,0,1,1,4
3342,1,1,0,1,1,7
3343,1,0,1,0,1,13
3344,0,0,1,0,0,10
3345,0,1,1,1,0,2
3346,0,0,1,1,0,19
3347,1,1,1,1,0,7
3348,0,0,0,1,1,17
3349,0,1,0,1,1,21
3350,1,0,1,0,1,14
3351,1,1,1,0,1,21
3352,1,0,1,0,0,14
3353,1,0,1,1,1,6
3354,1,0,0,1,0,7
3355,1,0,0,0,0,19
3356,1,1,0,0,0,2
3357,0,1,1,1,0,5
3358,1,1,0,0,0,18
3359,1,1,1,1,0,12
3360,0,1,0,1,0,18
3361,0,0,1,1,1,20
3362,0,1,0,0,1,0
3363,1,0,0,0,1,15
3364,1,1,1,1,1,0
3365,0,1,1,0,1,14
3366,0,0,0,1,0,18
3367,1,1,1,1,0,21
3368,1,1,1,0,0,18
3369,1,0,1,0,1,11
3370,1,0,0,1,0,10
3371,0,0,1,1,1,3
3372,1,0,0,0,0,2
3373,0,0,0,1,1,2
3374,0,0,1,0,1,3
3375,0,1,0,0,0,5
3376,0,1,1,1,1,21
3377,0,1,0,1,0,13
3378,0,1,0,0,0,8
3379,0,1,0,1,1,17
3380,1,0,1,1,1,17
3381,1,1,1,1,1,6
3382,0,0,1,0,0,16
3383,0,0,0,0,0,24
3384,0,0,0,1,0,2
3385,0,0,1,1,0,23
3386,0,1,1,0,0,1
3387,0,0,0,0,1,8
3388,1,1,1,1,0,18
3389,0,0,1,1,0,8
3390,1,1,0,0,0,3
3391,0,0,0,1,1,22
3392,0,1,0,0,1,24
3393,1,1,1,1,0,2
3394,1,1,0,0,1,6
3395,0,1,0,1,1,1
3396,1,1,0,0,0,13
3397,1,1,1,0,1,8
3398,1,0,0,0,0,23
3399,0,0,1,0,1,19
3400,1,1,0,1,0,13
3401,1,1,0,1,1,18
3402,0,0,1,1,0,9
3403,0,0,0,0,0,10
3404,1,1,1,1,0,18
3405,0,0,1,0,1,16
3406,0,1,0,1,1,14
3407,1,1,0,0,0,10
3408,0,1,0,0,0,16
3409,0,1,0,1,1,4
3410,1,1,0,1,1,6
3411,1,0,1,0,0,17
3412,1,0,0,0,1,4
3413,1,1,0,0,0,5
3414,0,1,0,0,1,15
3415,0,0,0,1,1,17
3416,1,1,0,0,0,18
3417,1,1,1,0,0,6
3418,1,0,1,1,1,13
3419,1,1,0,1,1,21
3420,0,0,1,1,0,18
3421,0,0,0,0,0,14
3422,0,1,0,1,1,3
3423,0,0,1,1,1,21
3424,0,1,1,1,0,18
3425,0,1,1,0,0,20
3426,1,0,1,0,0,23
3427,1,0,1,0,0,10
3428,1,1,0,1,0,16
3429,0,1,0,0,1,12
3430,1,0,1,1,1,13
3431,1,1,0,0,1,2
3432,1,1,0,1,1,20
3433,1,0,0,1,0,9
3434,1,0,0,1,0,8
3435,0,1,0,0,1,11
3436,1,1,0,1,1,0
3437,1,0,1,0,1,21
3438,1,0,0,0,0,22
3439,0,0,0,0,1,0
3440,1,1,0,0,1,7
3441,1,0,1,0,1,11
3442,0,1,0,1,0,2
3443,1,1,1,0,0,7
3444,0,0,0,1,0,10
3445,0,0,1,0,0,5
3446,1,0,0,0,1,22
3447,0,1,1,1,0,18
3448,0,0,0,0,0,15
3449,1,0,1,1,0,23
3450,1,0,0,0,0,7
3451,1,0,0,1,0,21
3452,0,0,0,0,0,7
3453,1,1,0,1,0,0
3454,1,1,1,0,0,4
3455,0,0,1,1,0,2
3456,0,0,0,0,0,5
3457,0,0,0,1,1,1
3458,0,0,1,0,0,13
3459,1,0,0,0,1,9
3460,0,0,1,1,1,3
3461,0,1,0,0,0,0
3462,1,0,0,0,1,11
3463,1,1,1,1,1,20
3464,1,1,1,1,1,12
3465,0,1,0,1,1,5
3466,0,0,1,1,0,6
3467,1,1,1,0,1,19
3468,0,0,1,0,0,13
3469,1,1,1,1,1,11
3470,0,0,0,1,0,1
3471,1,0,1,1,1,3
3472,1,1,1,1,1,7
3473,1,1,1,0,1,10
3474,0,1,1,1,0,6
3475,0,0,0,1,1,8
3476,1,0,0,0,1,2
3477,0,0,1,0,0,12
3478,1,1,1,0,1,6
3479,1,0,0,1,0,3
3480,1,1,0,0,0,12
3481,0,1,1,0,0,17
3482,1,1,0,0,0,9
3483,0,0,0,0,1,7
3484,1,0,1,0,0,2
